class,type,name,showif,value,label,optional,,
mc_vertical answer_below_label,select_one educacion,educ_P08,count_SN7 > 1,,¿Cuál es el nivel educativo más alto alcanzado por esta persona?,,,
mc_vertical answer_below_label,select_one pais,pais_P08,count_SN7 > 1,,¿En qué país nació?,,,
mc_vertical answer_below_label,select_one region,region_P08,count_SN7 > 1,,¿En qué región reside?,,,
mc_vertical answer_below_label,mc comuna_1,comuna_P08_1,region_P08==1,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_2,comuna_P08_2,region_P08==2,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_3,comuna_P08_3,region_P08==3,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_4,comuna_P08_4,region_P08==4,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_5,comuna_P08_5,region_P08==5,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_6,comuna_P08_6,region_P08==6,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_7,comuna_P08_7,region_P08==7,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_8,comuna_P08_8,region_P08==8,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_9,comuna_P08_9,region_P08==9,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_10,comuna_P08_10,region_P08==10,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_11,comuna_P08_11,region_P08==11,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_12,comuna_P08_12,region_P08==12,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_13,comuna_P08_13,region_P08==13,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_14,comuna_P08_14,region_P08==14,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_15,comuna_P08_15,region_P08==15,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_16,comuna_P08_16,region_P08==16,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,select_one relacion,vinculo_P08,count_SN7 > 1,,¿Cuál es el vínculo con el/la niño/a?,,,
answer_below_label,text,vinculo_P08_esp,vinculo_P08 == 17,,Especifique,,,
mc_vertical answer_below_label,text,anio_P08,count_SN7 > 1,,"¿Qué edad tenía el niño/a cuando esta persona comenzó a participar en su cuidado? Si el niño/a tenía menos de 1 año o esta persona ha participado desde su nacimiento, indique “0”.",,,
mc_vertical answer_below_label,mc_multiple cuidado,cuidado_P08,count_SN7 > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado entregó esta persona al/a niño/a?",,,
answer_below_label,text,cuidado_P08_esp,"cuidado_P08==7| cuidado_P08 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc frecuencia,frecuencia_P08,count_SN7 > 1,,"Durante el último mes, ¿con qué frecuencia participó en el cuidado del niño/a?",,,
mc_vertical answer_below_label,mc horas,horas_P08,count_SN7 > 1,,"En los días que esta persona cuidó al/la niño/a, ¿cuántas horas aproximadamente lo/la cuidó?",,,
,submit,persona09,,,Siguiente,,,
counter space_bottom_60,"number 1,21",count_SN8,count_SN7 > 1,1,¿Quiere añadir otra persona?,,,
,note,p9,count_SN8 > 1,,**Persona 9**,,,
clear right150 align_horizontally select2 label_as_placeholder row_height_40,text 50,nombre_P09,count_SN8 > 1,,Nombre,,,
mc_vertical answer_below_label,select_one sex_list,sex_P09,count_SN8 > 1,,¿Cuál es el sexo de esta persona?,,,
mc_vertical answer_below_label,text,edad_P09,count_SN8 > 1,,¿Cuál es la edad en años cumplidos de esta persona?,,,
mc_vertical answer_below_label,select_one educacion,educ_P09,count_SN8 > 1,,¿Cuál es el nivel educativo más alto alcanzado por esta persona?,,,
mc_vertical answer_below_label,select_one pais,pais_P09,count_SN8 > 1,,¿En qué país nació?,,,
mc_vertical answer_below_label,select_one region,region_P09,count_SN8 > 1,,¿En qué región reside?,,,
mc_vertical answer_below_label,mc comuna_1,comuna_P09_1,region_P09==1,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_2,comuna_P09_2,region_P09==2,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_3,comuna_P09_3,region_P09==3,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_4,comuna_P09_4,region_P09==4,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_5,comuna_P09_5,region_P09==5,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_6,comuna_P09_6,region_P09==6,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_7,comuna_P09_7,region_P09==7,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_8,comuna_P09_8,region_P09==8,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_9,comuna_P09_9,region_P09==9,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_10,comuna_P09_10,region_P09==10,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_11,comuna_P09_11,region_P09==11,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_12,comuna_P09_12,region_P09==12,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_13,comuna_P09_13,region_P09==13,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_14,comuna_P09_14,region_P09==14,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_15,comuna_P09_15,region_P09==15,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_16,comuna_P09_16,region_P09==16,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,select_one relacion,vinculo_P09,count_SN8 > 1,,¿Cuál es el vínculo con el/la niño/a?,,,
answer_below_label,text,vinculo_P09_esp,vinculo_P09 == 17,,Especifique,,,
mc_vertical answer_below_label,text,anio_P09,count_SN8 > 1,,"¿Qué edad tenía el niño/a cuando esta persona comenzó a participar en su cuidado? Si el niño/a tenía menos de 1 año o esta persona ha participado desde su nacimiento, indique “0”.",,,
mc_vertical answer_below_label,mc_multiple cuidado,cuidado_P09,count_SN8 > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado entregó esta persona al/a niño/a?",,,
answer_below_label,text,cuidado_P09_esp,"cuidado_P09==7| cuidado_P09%contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc frecuencia,frecuencia_P09,count_SN8 > 1,,"Durante el último mes, ¿con qué frecuencia participó en el cuidado del niño/a?",,,
mc_vertical answer_below_label,mc horas,horas_P09,count_SN8 > 1,,"En los días que esta persona cuidó al/la niño/a, ¿cuántas horas aproximadamente lo/la cuidó?",,,
,submit,persona10,,,Siguiente,,,
counter space_bottom_60,"number 1,21",count_SN9,count_SN8 > 1,1,¿Quiere añadir otra persona?,,,
,note,p10,count_SN9 > 1,,**Persona 10**,,,
clear right150 align_horizontally select2 label_as_placeholder row_height_40,text 50,nombre_P10,count_SN9 > 1,,Nombre,,,
mc_vertical answer_below_label,select_one sex_list,sex_P10,count_SN9 > 1,,¿Cuál es el sexo de esta persona?,,,
mc_vertical answer_below_label,text,edad_P10,count_SN9 > 1,,¿Cuál es la edad en años cumplidos de esta persona?,,,
mc_vertical answer_below_label,select_one educacion,educ_P10,count_SN9 > 1,,¿Cuál es el nivel educativo más alto alcanzado por esta persona?,,,
mc_vertical answer_below_label,select_one pais,pais_P10,count_SN9 > 1,,¿En qué país nació?,,,
mc_vertical answer_below_label,select_one region,region_P10,count_SN9 > 1,,¿En qué región reside?,,,
mc_vertical answer_below_label,mc comuna_1,comuna_P10_1,region_P10==1,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_2,comuna_P10_2,region_P10==2,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_3,comuna_P10_3,region_P10==3,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_4,comuna_P10_4,region_P10==4,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_5,comuna_P10_5,region_P10==5,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_6,comuna_P10_6,region_P10==6,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_7,comuna_P10_7,region_P10==7,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_8,comuna_P10_8,region_P10==8,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_9,comuna_P10_9,region_P10==9,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_10,comuna_P10_10,region_P10==10,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_11,comuna_P10_11,region_P10==11,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_12,comuna_P10_12,region_P10==12,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_13,comuna_P10_13,region_P10==13,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_14,comuna_P10_14,region_P10==14,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_15,comuna_P10_15,region_P10==15,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_16,comuna_P10_16,region_P10==16,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,select_one relacion,vinculo_P10,count_SN9 > 1,,¿Cuál es el vínculo con el/la niño/a?,,,
answer_below_label,text,vinculo_P10_esp,vinculo_P10 == 17,,Especifique,,,
mc_vertical answer_below_label,text,anio_P10,count_SN9 > 1,,"¿Qué edad tenía el niño/a cuando esta persona comenzó a participar en su cuidado? Si el niño/a tenía menos de 1 año o esta persona ha participado desde su nacimiento, indique “0”.",,,
mc_vertical answer_below_label,mc_multiple cuidado,cuidado_P10,count_SN9 > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado entregó esta persona al/a niño/a?",,,
answer_below_label,text,cuidado_P10_esp,"cuidado_P10==7| cuidado_P10 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc frecuencia,frecuencia_P10,count_SN9 > 1,,"Durante el último mes, ¿con qué frecuencia participó en el cuidado del niño/a?",,,
mc_vertical answer_below_label,mc horas,horas_P10,count_SN9 > 1,,"En los días que esta persona cuidó al/la niño/a, ¿cuántas horas aproximadamente lo/la cuidó?",,,
,submit,persona11,,,Siguiente,,,
,calculate,count_SN9_1,,"redes1[, ""count_SN9""]",,,,
counter space_bottom_60,"number 1,21",count_SN10,count_SN9_1 > 1,1,¿Quiere añadir otra persona?,,,
,note,p11,count_SN10 > 1,,**Persona 11**,,,
clear right150 align_horizontally select2 label_as_placeholder row_height_40,text 50,nombre_P11,count_SN10 > 1,,Nombre,,,
mc_vertical answer_below_label,select_one sex_list,sex_P11,count_SN10 > 1,,¿Cuál es el sexo de esta persona?,,,
mc_vertical answer_below_label,text,edad_P11,count_SN10 > 1,,¿Cuál es la edad en años cumplidos de esta persona?,,,
mc_vertical answer_below_label,select_one educacion,educ_P11,count_SN10 > 1,,¿Cuál es el nivel educativo más alto alcanzado por esta persona?,,,
mc_vertical answer_below_label,select_one pais,pais_P11,count_SN10 > 1,,¿En qué país nació?,,,
mc_vertical answer_below_label,select_one region,region_P11,count_SN10 > 1,,¿En qué región reside?,,,
mc_vertical answer_below_label,mc comuna_1,comuna_P11_1,region_P11==1,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_2,comuna_P11_2,region_P11==2,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_3,comuna_P11_3,region_P11==3,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_4,comuna_P11_4,region_P11==4,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_5,comuna_P11_5,region_P11==5,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_6,comuna_P11_6,region_P11==6,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_7,comuna_P11_7,region_P11==7,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_8,comuna_P11_8,region_P11==8,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_9,comuna_P11_9,region_P11==9,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_10,comuna_P11_10,region_P11==10,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_11,comuna_P11_11,region_P11==11,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_12,comuna_P11_12,region_P11==12,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_13,comuna_P11_13,region_P11==13,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_14,comuna_P11_14,region_P11==14,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_15,comuna_P11_15,region_P11==15,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_16,comuna_P11_16,region_P11==16,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,select_one relacion,vinculo_P11,count_SN10 > 1,,¿Cuál es el vínculo con el/la niño/a?,,,
answer_below_label,text,vinculo_P11_esp,vinculo_P11 == 17,,Especifique,,,
mc_vertical answer_below_label,text,anio_P11,count_SN10 > 1,,"¿Qué edad tenía el niño/a cuando esta persona comenzó a participar en su cuidado? Si el niño/a tenía menos de 1 año o esta persona ha participado desde su nacimiento, indique “0”.",,,
mc_vertical answer_below_label,mc_multiple cuidado,cuidado_P11,count_SN10 > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado entregó esta persona al/a niño/a?",,,
answer_below_label,text,cuidado_P11_esp,"cuidado_P11==7| cuidado_P11 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc frecuencia,frecuencia_P11,count_SN10 > 1,,"Durante el último mes, ¿con qué frecuencia participó en el cuidado del niño/a?",,,
mc_vertical answer_below_label,mc horas,horas_P11,count_SN10 > 1,,"En los días que esta persona cuidó al/la niño/a, ¿cuántas horas aproximadamente lo/la cuidó?",,,
,submit,persona12,,,Siguiente,,,
counter space_bottom_60,"number 1,21",count_SN11,count_SN10 > 1,1,¿Quiere añadir otra persona?,,,
,note,p12,count_SN11 > 1,,**Persona 12**,,,
clear right150 align_horizontally select2 label_as_placeholder row_height_40,text 50,nombre_P12,count_SN11 > 1,,Nombre,,,
mc_vertical answer_below_label,select_one sex_list,sex_P12,count_SN11 > 1,,¿Cuál es el sexo de esta persona?,,,
mc_vertical answer_below_label,text,edad_P12,count_SN11 > 1,,¿Cuál es la edad en años cumplidos de esta persona?,,,
mc_vertical answer_below_label,select_one educacion,educ_P12,count_SN11 > 1,,¿Cuál es el nivel educativo más alto alcanzado por esta persona?,,,
mc_vertical answer_below_label,select_one pais,pais_P12,count_SN11 > 1,,¿En qué país nació?,,,
mc_vertical answer_below_label,select_one region,region_P12,count_SN11 > 1,,¿En qué región reside?,,,
mc_vertical answer_below_label,mc comuna_1,comuna_P12_1,region_P12==1,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_2,comuna_P12_2,region_P12==2,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_3,comuna_P12_3,region_P12==3,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_4,comuna_P12_4,region_P12==4,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_5,comuna_P12_5,region_P12==5,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_6,comuna_P12_6,region_P12==6,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_7,comuna_P12_7,region_P12==7,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_8,comuna_P12_8,region_P12==8,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_9,comuna_P12_9,region_P12==9,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_10,comuna_P12_10,region_P12==10,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_11,comuna_P12_11,region_P12==11,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_12,comuna_P12_12,region_P12==12,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_13,comuna_P12_13,region_P12==13,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_14,comuna_P12_14,region_P12==14,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_15,comuna_P12_15,region_P12==15,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,mc comuna_16,comuna_P12_16,region_P12==16,,¿En qué comuna reside?,,,
mc_vertical answer_below_label,select_one relacion,vinculo_P12,count_SN11 > 1,,¿Cuál es el vínculo con el/la niño/a?,,,
answer_below_label,text,vinculo_P12_esp,vinculo_P12 == 17,,Especifique,,,
mc_vertical answer_below_label,text,anio_P12,count_SN11 > 1,,"¿Qué edad tenía el niño/a cuando esta persona comenzó a participar en su cuidado? Si el niño/a tenía menos de 1 año o esta persona ha participado desde su nacimiento, indique “0”.",,,
mc_vertical answer_below_label,mc_multiple cuidado,cuidado_P12,count_SN11 > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado entregó esta persona al/a niño/a?",,,
answer_below_label,text,cuidado_P12_esp,"cuidado_P12==7| cuidado_P12 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc frecuencia,frecuencia_P12,count_SN11 > 1,,"Durante el último mes, ¿con qué frecuencia participó en el cuidado del niño/a?",,,
mc_vertical answer_below_label,mc horas,horas_P12,count_SN11 > 1,,"En los días que esta persona cuidó al/la niño/a, ¿cuántas horas aproximadamente lo/la cuidó?",,,
,submit,persona13,,,Siguiente,,,
counter space_bottom_60,"number 1,21",count_SN12,count_SN11 > 1,1,¿Quiere añadir otra persona?,,,
,note,p13,count_SN12 > 1,,**Persona 13**,,,
clear right150 align_horizontally select2 label_as_placeholder row_height_40,text 50,nombre_P13,count_SN12 > 1,,Nombre,,,
